customer_id,asset_type,allocation_percent,value,risk_score,age_group,risk_category
CUST_00216,Real Estate,32.59,85340.64,9.03,60+,Very High
CUST_00216,Commodities,52.76,79636.99,6.67,31-45,High
CUST_00217,Stocks,12.03,20857.48,5.28,60+,Medium
CUST_00217,Bonds,18.14,63584.67,4.71,60+,Medium
CUST_00217,Real Estate,11.68,57626.91,6.94,60+,High
CUST_00217,Commodities,58.15,45999.97,6.49,46-60,High
CUST_00218,Stocks,13.72,9316.39,5.05,18-30,Medium
CUST_00218,Bonds,38.45,8820.87,9.82,60+,Very High
CUST_00218,Real Estate,29.37,57229.41,2.01,46-60,Low
CUST_00218,Commodities,18.47,81623.35,1.66,31-45,Low
CUST_00219,Stocks,35.22,32834.44,5.16,31-45,Medium
CUST_00219,Bonds,17.21,3963.81,9.83,18-30,Very High
CUST_00219,Real Estate,26.42,71000.99,5.8,18-30,Medium
CUST_00219,Commodities,21.16,46069.74,9.31,31-45,Very High
CUST_00220,Stocks,14.4,99912.9,7.22,31-45,High
CUST_00220,Bonds,8.2,59942.0,5.1,31-45,Medium
CUST_00220,Real Estate,13.5,54238.04,5.66,31-45,Medium
CUST_00220,Commodities,63.9,8254.05,4.96,31-45,Medium
CUST_00221,Stocks,39.42,4843.12,7.63,46-60,High
CUST_00221,Bonds,19.16,69435.42,9.75,31-45,Very High
CUST_00221,Real Estate,14.58,64868.45,2.71,18-30,Low
CUST_00221,Commodities,26.84,84727.98,6.08,18-30,High
CUST_00222,Stocks,20.17,40980.84,2.67,18-30,Low
CUST_00222,Bonds,16.03,31904.6,4.18,18-30,Medium
CUST_00222,Real Estate,18.51,4633.23,7.0,31-45,High
CUST_00222,Commodities,45.29,73500.84,7.87,46-60,High
CUST_00223,Stocks,17.4,65148.53,5.55,18-30,Medium
CUST_00223,Bonds,17.2,64380.76,1.83,31-45,Low
CUST_00223,Real Estate,9.64,83899.14,4.5,46-60,Medium
CUST_00223,Commodities,55.75,65564.94,2.03,31-45,Low
CUST_00224,Stocks,31.85,6255.04,4.88,46-60,Medium
CUST_00224,Bonds,36.41,8571.37,5.49,31-45,Medium
CUST_00224,Real Estate,6.18,67957.64,9.87,60+,Very High
CUST_00224,Commodities,25.56,72432.43,8.27,60+,Very High
CUST_00225,Stocks,39.45,92799.81,6.51,18-30,High
CUST_00225,Bonds,13.41,35894.18,3.51,46-60,Medium
CUST_00225,Real Estate,26.77,82133.75,9.12,31-45,Very High
CUST_00225,Commodities,20.37,2804.99,1.6,60+,Low
CUST_00226,Stocks,35.62,27688.45,5.82,46-60,Medium
CUST_00226,Bonds,19.81,1347.68,8.31,60+,Very High
CUST_00226,Real Estate,5.02,38256.39,6.32,60+,High
CUST_00226,Commodities,39.55,67953.28,5.78,31-45,Medium
CUST_00227,Stocks,13.71,13856.01,4.62,46-60,Medium
CUST_00227,Bonds,29.26,42346.07,9.08,60+,Very High
CUST_00227,Real Estate,12.22,84336.71,9.74,31-45,Very High
CUST_00227,Commodities,44.82,86518.07,5.41,31-45,Medium
CUST_00228,Stocks,25.86,2564.51,5.59,31-45,Medium
CUST_00228,Bonds,18.17,12897.02,4.07,18-30,Medium
CUST_00228,Real Estate,20.26,97569.88,6.37,60+,High
CUST_00228,Commodities,35.71,52087.27,9.03,60+,Very High
CUST_00229,Stocks,8.53,3545.12,3.33,60+,Medium
CUST_00229,Bonds,25.04,54582.99,1.93,18-30,Low
CUST_00229,Real Estate,26.85,56597.19,1.03,46-60,Low
CUST_00229,Commodities,39.58,86163.93,6.69,46-60,High
CUST_00230,Stocks,36.35,54658.69,4.44,60+,Medium
CUST_00230,Bonds,9.33,48755.26,1.01,18-30,Low
CUST_00230,Real Estate,26.21,95767.44,1.08,31-45,Low
CUST_00230,Commodities,28.11,27726.06,7.91,46-60,High
CUST_00231,Stocks,37.83,83245.56,2.02,46-60,Low
CUST_00231,Bonds,38.89,2033.39,5.96,18-30,Medium
CUST_00231,Real Estate,8.47,37047.79,2.74,46-60,Low
CUST_00231,Commodities,14.82,83491.38,4.01,18-30,Medium
CUST_00232,Stocks,21.21,72403.67,9.83,60+,Very High
CUST_00232,Bonds,20.35,38062.03,9.6,46-60,Very High
CUST_00232,Real Estate,18.58,83809.69,8.59,46-60,Very High
CUST_00232,Commodities,39.86,73033.49,6.31,46-60,High
CUST_00233,Stocks,22.06,42726.58,6.21,46-60,High
CUST_00233,Bonds,28.02,88717.62,2.0,46-60,Low
CUST_00233,Real Estate,8.68,54011.8,1.14,18-30,Low
CUST_00233,Commodities,41.24,30477.02,1.42,31-45,Low
CUST_00234,Stocks,8.83,42730.77,7.44,31-45,High
CUST_00234,Bonds,22.4,25675.31,9.29,46-60,Very High
CUST_00234,Real Estate,12.06,92920.01,6.7,18-30,High
CUST_00234,Commodities,56.71,87006.66,7.41,31-45,High
CUST_00235,Stocks,15.37,48059.12,5.9,60+,Medium
CUST_00235,Bonds,10.37,54862.96,2.56,18-30,Low
CUST_00235,Real Estate,8.49,40597.56,1.67,18-30,Low
CUST_00235,Commodities,65.77,43992.8,4.27,31-45,Medium
CUST_00236,Stocks,6.55,27084.04,5.49,46-60,Medium
CUST_00236,Bonds,26.72,95607.36,2.13,18-30,Low
CUST_00236,Real Estate,28.34,61820.53,4.86,18-30,Medium
CUST_00236,Commodities,38.39,67036.21,3.01,46-60,Medium
CUST_00237,Stocks,9.98,96965.52,2.27,60+,Low
CUST_00237,Bonds,20.11,14688.78,2.35,60+,Low
CUST_00237,Real Estate,38.55,12181.68,6.58,31-45,High
CUST_00237,Commodities,31.36,69573.32,5.58,31-45,Medium
CUST_00238,Stocks,10.23,22637.98,3.06,60+,Medium
CUST_00238,Bonds,31.07,39447.28,8.71,46-60,Very High
CUST_00238,Real Estate,31.86,47777.36,1.87,31-45,Low
CUST_00238,Commodities,26.83,77485.85,4.92,31-45,Medium
CUST_00239,Stocks,34.61,63988.08,1.12,46-60,Low
CUST_00239,Bonds,36.43,58461.9,6.27,18-30,High
CUST_00239,Real Estate,7.39,65806.15,5.69,18-30,Medium
CUST_00239,Commodities,21.57,21176.45,8.48,60+,Very High
CUST_00240,Stocks,22.87,1379.9,7.13,18-30,High
CUST_00240,Bonds,17.06,33609.53,8.56,31-45,Very High
CUST_00240,Real Estate,36.44,27399.04,1.84,18-30,Low
CUST_00240,Commodities,23.63,19139.21,7.11,46-60,High
CUST_00241,Stocks,36.27,36583.4,6.1,18-30,High
CUST_00241,Bonds,9.48,57316.0,4.82,18-30,Medium
CUST_00241,Real Estate,14.47,84190.05,1.69,46-60,Low
CUST_00241,Commodities,39.78,90623.91,1.53,18-30,Low
CUST_00242,Stocks,20.18,13496.51,3.28,31-45,Medium
CUST_00242,Bonds,34.19,52284.02,7.08,60+,High
CUST_00242,Real Estate,22.03,33128.32,5.93,60+,Medium
CUST_00242,Commodities,23.6,15235.49,1.22,46-60,Low
CUST_00243,Stocks,15.98,37431.1,9.62,60+,Very High
CUST_00243,Bonds,14.49,59762.96,2.51,18-30,Low
CUST_00243,Real Estate,12.37,98572.67,2.75,31-45,Low
CUST_00243,Commodities,57.16,63259.59,4.82,46-60,Medium
CUST_00244,Stocks,34.5,89158.57,1.1,18-30,Low
CUST_00244,Bonds,31.17,5883.0,2.12,18-30,Low
CUST_00244,Real Estate,7.01,50401.48,6.48,46-60,High
CUST_00244,Commodities,27.31,23256.06,7.46,18-30,High
CUST_00245,Stocks,13.88,50790.15,4.71,46-60,Medium
CUST_00245,Bonds,24.65,54265.66,5.95,46-60,Medium
CUST_00245,Real Estate,31.11,25069.56,8.44,46-60,Very High
CUST_00245,Commodities,30.36,74415.42,4.34,31-45,Medium
CUST_00246,Stocks,22.87,48421.24,8.56,31-45,Very High
CUST_00246,Bonds,26.32,36832.79,5.78,60+,Medium
CUST_00246,Real Estate,10.48,76380.9,1.25,18-30,Low
CUST_00246,Commodities,40.32,55217.76,2.24,60+,Low
CUST_00247,Stocks,7.98,29063.35,3.26,18-30,Medium
CUST_00247,Bonds,25.89,97900.4,5.68,60+,Medium
CUST_00247,Real Estate,19.26,12699.75,5.5,60+,Medium
CUST_00247,Commodities,46.88,67930.61,4.99,31-45,Medium
CUST_00248,Stocks,35.78,35881.12,4.43,31-45,Medium
CUST_00248,Bonds,6.43,19092.03,1.25,18-30,Low
CUST_00248,Real Estate,30.68,17545.94,2.34,46-60,Low
CUST_00248,Commodities,27.11,58834.39,3.33,46-60,Medium
CUST_00249,Stocks,23.1,14453.22,4.06,46-60,Medium
CUST_00249,Bonds,32.17,93752.76,5.29,18-30,Medium
CUST_00249,Real Estate,14.79,20145.5,2.36,60+,Low
CUST_00249,Commodities,29.94,67473.36,6.98,46-60,High
CUST_00250,Stocks,34.17,98383.16,8.63,60+,Very High
CUST_00250,Bonds,29.98,99226.73,6.83,31-45,High
CUST_00250,Real Estate,21.41,51996.75,8.1,46-60,Very High
CUST_00250,Commodities,14.44,1252.66,6.53,60+,High
CUST_00251,Stocks,18.71,18355.81,1.49,18-30,Low
CUST_00251,Bonds,26.74,85929.81,9.9,31-45,Very High
CUST_00251,Real Estate,10.16,23986.95,6.38,18-30,High
CUST_00251,Commodities,44.39,97558.44,6.71,46-60,High
CUST_00252,Stocks,39.68,85386.16,3.12,46-60,Medium
CUST_00252,Bonds,32.26,31804.98,6.02,31-45,High
CUST_00252,Real Estate,5.98,73787.81,8.35,46-60,Very High
CUST_00252,Commodities,22.08,65546.36,1.05,31-45,Low
CUST_00253,Stocks,5.18,82689.88,1.25,31-45,Low
CUST_00253,Bonds,36.5,83086.21,1.52,18-30,Low
CUST_00253,Real Estate,29.94,51169.06,3.48,31-45,Medium
CUST_00253,Commodities,28.37,90714.72,7.46,60+,High
CUST_00254,Stocks,22.72,3307.15,4.38,31-45,Medium
CUST_00254,Bonds,9.78,76382.11,7.6,46-60,High
CUST_00254,Real Estate,36.36,90224.15,5.45,60+,Medium
CUST_00254,Commodities,31.14,45591.24,1.93,18-30,Low
CUST_00255,Stocks,24.27,53282.05,9.28,46-60,Very High
CUST_00255,Bonds,23.8,19453.88,7.14,60+,High
CUST_00255,Real Estate,26.04,8169.69,1.78,60+,Low
CUST_00255,Commodities,25.9,9581.47,2.96,31-45,Low
CUST_00256,Stocks,8.81,23738.22,8.52,60+,Very High
CUST_00256,Bonds,9.55,52377.31,7.63,46-60,High
CUST_00256,Real Estate,38.62,16835.56,8.15,60+,Very High
CUST_00256,Commodities,43.02,62854.12,9.45,60+,Very High
CUST_00257,Stocks,26.35,83644.82,1.25,31-45,Low
CUST_00257,Bonds,7.78,45036.8,2.53,60+,Low
CUST_00257,Real Estate,10.04,10501.76,6.52,60+,High
CUST_00257,Commodities,55.83,66967.74,3.07,31-45,Medium
CUST_00258,Stocks,35.09,63412.61,5.83,60+,Medium
CUST_00258,Bonds,30.14,31977.96,2.82,31-45,Low
CUST_00258,Real Estate,12.56,74983.22,8.27,31-45,Very High
CUST_00258,Commodities,22.2,63798.03,7.94,46-60,High
CUST_00259,Stocks,19.3,86564.12,9.29,46-60,Very High
CUST_00259,Bonds,13.76,20410.06,5.97,60+,Medium
CUST_00259,Real Estate,15.0,93347.86,1.21,18-30,Low
CUST_00259,Commodities,51.94,45942.9,8.46,60+,Very High
CUST_00260,Stocks,14.68,66108.43,3.54,46-60,Medium
CUST_00260,Bonds,11.09,87201.53,5.49,60+,Medium
CUST_00260,Real Estate,5.62,33436.52,6.04,18-30,High
CUST_00260,Commodities,68.61,10634.35,2.37,46-60,Low
CUST_00261,Stocks,26.17,23423.41,2.14,60+,Low
CUST_00261,Bonds,20.06,66497.14,8.73,18-30,Very High
CUST_00261,Real Estate,14.88,21671.3,4.29,60+,Medium
CUST_00261,Commodities,38.88,28582.98,2.15,31-45,Low
CUST_00262,Stocks,29.55,65560.45,6.55,46-60,High
CUST_00262,Bonds,25.9,10697.83,9.42,60+,Very High
CUST_00262,Real Estate,18.58,70193.38,2.24,18-30,Low
CUST_00262,Commodities,25.98,68662.14,3.05,31-45,Medium
CUST_00263,Stocks,13.97,96634.14,8.34,18-30,Very High
CUST_00263,Bonds,24.5,71926.2,7.26,46-60,High
CUST_00263,Real Estate,32.85,80654.05,6.37,46-60,High
CUST_00263,Commodities,28.68,33741.15,5.65,60+,Medium
CUST_00264,Stocks,37.94,83549.84,7.63,18-30,High
CUST_00264,Bonds,35.53,63624.85,5.69,31-45,Medium
CUST_00264,Real Estate,8.96,82088.0,6.99,18-30,High
CUST_00264,Commodities,17.58,93978.32,1.55,46-60,Low
CUST_00265,Stocks,35.37,3295.86,7.83,31-45,High
CUST_00265,Bonds,17.05,16248.56,1.11,31-45,Low
CUST_00265,Real Estate,25.68,29207.15,9.0,60+,Very High
CUST_00265,Commodities,21.9,57166.5,3.5,46-60,Medium
CUST_00266,Stocks,18.92,45094.14,5.23,31-45,Medium
CUST_00266,Bonds,16.05,76993.54,6.36,31-45,High
CUST_00266,Real Estate,15.77,18384.28,9.75,46-60,Very High
CUST_00266,Commodities,49.25,33794.73,8.0,31-45,High
CUST_00267,Stocks,13.28,40744.0,9.87,18-30,Very High
CUST_00267,Bonds,29.16,62575.56,3.54,46-60,Medium
CUST_00267,Real Estate,32.42,55569.48,7.82,46-60,High
CUST_00267,Commodities,25.14,82788.2,6.35,18-30,High
CUST_00268,Stocks,5.17,60937.59,3.96,60+,Medium
CUST_00268,Bonds,34.2,71196.22,4.78,18-30,Medium
CUST_00268,Real Estate,38.95,65315.57,2.33,46-60,Low
CUST_00268,Commodities,21.67,61194.83,2.26,18-30,Low
CUST_00269,Stocks,37.83,83825.22,2.33,18-30,Low
CUST_00269,Bonds,25.08,93096.31,8.5,31-45,Very High
CUST_00269,Real Estate,10.77,17020.85,5.11,60+,Medium
CUST_00269,Commodities,26.32,40663.25,6.01,46-60,High
CUST_00270,Stocks,32.97,89883.36,9.59,18-30,Very High
CUST_00270,Bonds,19.89,61815.75,9.89,18-30,Very High
CUST_00270,Real Estate,10.4,73485.39,1.69,31-45,Low
CUST_00270,Commodities,36.75,13439.08,4.96,60+,Medium
CUST_00271,Stocks,20.68,91304.27,4.24,31-45,Medium
CUST_00271,Bonds,19.64,74168.16,6.19,60+,High
CUST_00271,Real Estate,31.71,55734.76,1.38,46-60,Low
CUST_00271,Commodities,27.97,40359.35,9.57,18-30,Very High
CUST_00272,Stocks,28.3,55785.54,6.96,18-30,High
CUST_00272,Bonds,9.75,39956.98,6.97,31-45,High
CUST_00272,Real Estate,19.19,8550.36,2.25,31-45,Low
CUST_00272,Commodities,42.75,43973.75,6.57,18-30,High
CUST_00273,Stocks,9.41,2150.1,8.42,46-60,Very High
CUST_00273,Bonds,8.81,19119.69,3.32,18-30,Medium
CUST_00273,Real Estate,16.06,52974.61,2.23,60+,Low
CUST_00273,Commodities,65.71,40993.4,1.17,18-30,Low
CUST_00274,Stocks,5.23,21068.55,8.67,60+,Very High
CUST_00274,Bonds,10.65,55338.09,1.98,18-30,Low
CUST_00274,Real Estate,15.44,48005.34,5.92,60+,Medium
CUST_00274,Commodities,68.69,92511.61,5.62,18-30,Medium
CUST_00275,Stocks,26.22,76778.26,4.56,31-45,Medium
CUST_00275,Bonds,9.61,59291.68,8.64,31-45,Very High
CUST_00275,Real Estate,6.95,37766.5,4.05,18-30,Medium
CUST_00275,Commodities,57.21,46283.38,8.54,31-45,Very High
CUST_00276,Stocks,8.93,78081.11,6.39,46-60,High
CUST_00276,Bonds,37.03,2079.42,6.85,31-45,High
CUST_00276,Real Estate,27.47,59417.1,7.2,60+,High
CUST_00276,Commodities,26.58,5152.93,5.5,18-30,Medium
CUST_00277,Stocks,28.58,61311.06,2.7,31-45,Low
CUST_00277,Bonds,30.12,47819.36,9.97,31-45,Very High
CUST_00277,Real Estate,18.95,47156.16,3.36,46-60,Medium
CUST_00277,Commodities,22.36,29152.83,7.22,60+,High
CUST_00278,Stocks,20.43,15110.16,9.71,46-60,Very High
CUST_00278,Bonds,27.23,78345.17,9.6,46-60,Very High
CUST_00278,Real Estate,16.48,49929.69,7.97,46-60,High
CUST_00278,Commodities,35.86,8626.8,7.5,60+,High
CUST_00279,Stocks,22.66,83603.01,3.5,60+,Medium
CUST_00279,Bonds,25.25,25016.75,3.52,46-60,Medium
CUST_00279,Real Estate,19.84,66492.57,6.09,60+,High
CUST_00279,Commodities,32.26,83675.22,8.95,46-60,Very High
CUST_00280,Stocks,11.24,68061.09,1.03,18-30,Low
CUST_00280,Bonds,8.15,25826.69,4.64,60+,Medium
CUST_00280,Real Estate,18.44,24697.03,9.61,60+,Very High
CUST_00280,Commodities,62.17,21359.8,5.81,31-45,Medium
CUST_00281,Stocks,20.99,90823.87,1.88,60+,Low
CUST_00281,Bonds,26.18,88250.04,2.18,31-45,Low
CUST_00281,Real Estate,6.51,20119.56,5.56,46-60,Medium
CUST_00281,Commodities,46.32,77965.84,3.04,18-30,Medium
CUST_00282,Stocks,23.69,62529.38,2.87,18-30,Low
CUST_00282,Bonds,28.89,63654.53,8.52,46-60,Very High
CUST_00282,Real Estate,27.64,2770.43,7.48,31-45,High
CUST_00282,Commodities,19.77,13702.63,9.92,31-45,Very High
CUST_00283,Stocks,8.29,33559.12,4.47,18-30,Medium
CUST_00283,Bonds,21.9,19794.61,5.39,46-60,Medium
CUST_00283,Real Estate,36.84,26758.01,6.56,18-30,High
CUST_00283,Commodities,32.96,89590.72,2.55,18-30,Low
CUST_00284,Stocks,20.47,38076.9,6.81,18-30,High
CUST_00284,Bonds,37.08,45800.8,9.15,31-45,Very High
CUST_00284,Real Estate,23.3,10911.73,4.36,31-45,Medium
CUST_00284,Commodities,19.15,67691.89,6.1,18-30,High
CUST_00285,Stocks,29.56,29898.33,7.47,31-45,High
CUST_00285,Bonds,27.72,36144.1,4.73,18-30,Medium
CUST_00285,Real Estate,32.71,55380.31,4.72,46-60,Medium
CUST_00285,Commodities,10.01,1566.35,5.77,60+,Medium
CUST_00286,Stocks,8.62,71880.74,5.5,60+,Medium
CUST_00286,Bonds,35.87,16892.1,6.44,60+,High
CUST_00286,Real Estate,9.72,45592.12,7.83,18-30,High
CUST_00286,Commodities,45.79,87507.34,8.08,60+,Very High
CUST_00287,Stocks,35.28,29453.08,5.18,18-30,Medium
CUST_00287,Bonds,32.6,86523.47,6.18,60+,High
CUST_00287,Real Estate,15.07,73915.22,2.87,31-45,Low
CUST_00287,Commodities,17.05,15704.32,4.3,60+,Medium
CUST_00288,Stocks,6.34,32064.07,7.98,46-60,High
CUST_00288,Bonds,35.54,9428.95,8.16,18-30,Very High
CUST_00288,Real Estate,28.77,90416.06,9.32,31-45,Very High
CUST_00288,Commodities,29.35,29883.31,7.55,46-60,High
CUST_00289,Stocks,11.56,81797.79,6.29,60+,High
CUST_00289,Bonds,7.87,75775.22,7.97,18-30,High
CUST_00289,Real Estate,7.84,75851.22,3.74,46-60,Medium
CUST_00289,Commodities,72.73,44734.41,6.23,31-45,High
CUST_00290,Stocks,25.33,64771.19,8.31,46-60,Very High
CUST_00290,Bonds,10.89,1704.59,7.28,31-45,High
CUST_00290,Real Estate,12.9,91125.41,9.51,46-60,Very High
CUST_00290,Commodities,50.88,4650.83,5.44,31-45,Medium
CUST_00291,Stocks,31.6,40571.4,3.02,18-30,Medium
CUST_00291,Bonds,21.64,65874.74,2.45,31-45,Low
CUST_00291,Real Estate,24.02,17888.29,2.35,31-45,Low
CUST_00291,Commodities,22.75,21790.58,6.34,18-30,High
CUST_00292,Stocks,10.73,95985.92,2.33,31-45,Low
CUST_00292,Bonds,20.37,75969.51,1.06,46-60,Low
CUST_00292,Real Estate,38.98,33659.65,1.06,18-30,Low
CUST_00292,Commodities,29.92,81086.88,1.29,18-30,Low
CUST_00293,Stocks,36.42,78689.48,6.7,60+,High
CUST_00293,Bonds,29.17,14957.21,9.57,18-30,Very High
CUST_00293,Real Estate,22.07,82023.16,2.1,31-45,Low
CUST_00293,Commodities,12.34,74920.65,3.59,31-45,Medium
CUST_00294,Stocks,9.32,43763.16,1.22,18-30,Low
CUST_00294,Bonds,7.44,31744.64,7.41,31-45,High
CUST_00294,Real Estate,5.52,23706.71,5.61,18-30,Medium
CUST_00294,Commodities,77.72,77882.03,5.47,46-60,Medium
CUST_00295,Stocks,32.25,77169.62,7.3,31-45,High
CUST_00295,Bonds,17.33,18202.38,9.81,60+,Very High
CUST_00295,Real Estate,36.67,59140.07,8.74,60+,Very High
CUST_00295,Commodities,13.75,34395.17,1.34,31-45,Low
CUST_00296,Stocks,5.16,44490.28,2.02,46-60,Low
CUST_00296,Bonds,9.06,79468.22,5.88,31-45,Medium
CUST_00296,Real Estate,26.4,50960.56,6.46,31-45,High
CUST_00296,Commodities,59.38,33112.95,6.47,60+,High
CUST_00297,Stocks,5.04,98923.71,7.21,60+,High
CUST_00297,Bonds,32.62,48282.18,9.46,60+,Very High
CUST_00297,Real Estate,36.25,30020.81,3.4,46-60,Medium
CUST_00297,Commodities,26.09,25791.78,4.56,60+,Medium
CUST_00298,Stocks,12.6,67955.17,7.06,18-30,High
CUST_00298,Bonds,25.8,86760.03,2.28,31-45,Low
CUST_00298,Real Estate,39.69,10623.5,2.52,46-60,Low
CUST_00298,Commodities,21.92,63169.49,2.82,46-60,Low
CUST_00299,Stocks,20.95,60434.54,2.46,60+,Low
CUST_00299,Bonds,10.29,68151.46,2.18,60+,Low
CUST_00299,Real Estate,25.03,96349.46,6.96,46-60,High
CUST_00299,Commodities,43.73,95275.62,8.32,31-45,Very High
CUST_00300,Stocks,34.82,40635.16,6.28,46-60,High
CUST_00300,Bonds,14.98,76975.98,6.5,18-30,High
CUST_00300,Real Estate,14.77,41366.52,3.14,60+,Medium
CUST_00300,Commodities,35.43,93389.31,7.79,46-60,High
CUST_00301,Stocks,24.51,48167.23,7.56,31-45,High
CUST_00301,Bonds,32.99,1266.99,4.33,18-30,Medium
CUST_00301,Real Estate,10.06,73767.31,4.71,46-60,Medium
CUST_00301,Commodities,32.43,24642.56,3.88,18-30,Medium
CUST_00302,Stocks,34.14,35433.66,4.74,46-60,Medium
CUST_00302,Bonds,15.53,12175.2,2.14,18-30,Low
CUST_00302,Real Estate,29.67,3932.01,7.85,31-45,High
CUST_00302,Commodities,20.66,72843.2,3.31,60+,Medium
CUST_00303,Stocks,24.9,27732.3,1.32,46-60,Low
CUST_00303,Bonds,19.12,20654.01,3.11,46-60,Medium
CUST_00303,Real Estate,33.25,28599.3,9.32,18-30,Very High
CUST_00303,Commodities,22.73,23271.57,9.39,60+,Very High
CUST_00304,Stocks,7.35,93933.55,1.95,18-30,Low
CUST_00304,Bonds,18.25,99053.09,3.35,46-60,Medium
CUST_00304,Real Estate,12.83,2146.67,9.97,31-45,Very High
CUST_00304,Commodities,61.58,73402.28,6.79,18-30,High
CUST_00305,Stocks,10.44,90733.03,2.5,18-30,Low
CUST_00305,Bonds,29.85,46102.44,4.93,31-45,Medium
CUST_00305,Real Estate,39.98,9475.95,6.29,46-60,High
CUST_00305,Commodities,19.73,43772.98,6.56,60+,High
CUST_00306,Stocks,33.98,1982.4,7.81,46-60,High
CUST_00306,Bonds,36.76,97998.46,4.39,31-45,Medium
CUST_00306,Real Estate,10.68,55432.82,3.83,18-30,Medium
CUST_00306,Commodities,18.58,59879.33,2.32,46-60,Low
CUST_00307,Stocks,25.06,84706.31,9.63,31-45,Very High
CUST_00307,Bonds,27.6,33953.16,2.51,18-30,Low
CUST_00307,Real Estate,29.43,14609.2,3.43,46-60,Medium
CUST_00307,Commodities,17.9,90236.97,5.31,60+,Medium
CUST_00308,Stocks,19.35,35129.95,4.87,60+,Medium
CUST_00308,Bonds,33.39,46312.1,7.97,60+,High
CUST_00308,Real Estate,12.06,26683.27,2.78,46-60,Low
CUST_00308,Commodities,35.2,92807.34,7.28,46-60,High
CUST_00309,Stocks,31.79,72394.43,5.14,31-45,Medium
CUST_00309,Bonds,16.45,70041.47,5.93,60+,Medium
CUST_00309,Real Estate,34.49,82379.43,5.77,18-30,Medium
CUST_00309,Commodities,17.27,18348.8,4.83,31-45,Medium
CUST_00310,Stocks,17.05,47118.17,6.56,60+,High
CUST_00310,Bonds,22.57,38325.69,7.04,31-45,High
CUST_00310,Real Estate,5.55,43013.03,2.71,18-30,Low
CUST_00310,Commodities,54.83,19210.99,1.8,31-45,Low
CUST_00311,Stocks,31.66,40750.36,8.06,18-30,Very High
CUST_00311,Bonds,39.04,1690.67,9.98,31-45,Very High
CUST_00311,Real Estate,18.74,99869.46,5.99,31-45,Medium
CUST_00311,Commodities,10.57,38684.6,6.53,31-45,High
CUST_00312,Stocks,11.18,90659.22,6.13,18-30,High
CUST_00312,Bonds,13.87,42760.73,1.68,18-30,Low
CUST_00312,Real Estate,29.47,15753.87,6.98,46-60,High
CUST_00312,Commodities,45.48,53102.15,3.22,60+,Medium
CUST_00313,Stocks,9.46,6575.75,8.11,46-60,Very High
CUST_00313,Bonds,18.95,69535.06,2.39,18-30,Low
CUST_00313,Real Estate,23.21,44522.71,8.69,46-60,Very High
CUST_00313,Commodities,48.38,3302.12,1.48,60+,Low
CUST_00314,Stocks,8.72,73488.08,2.57,18-30,Low
CUST_00314,Bonds,26.6,22869.98,8.52,46-60,Very High
CUST_00314,Real Estate,33.46,58727.15,2.47,46-60,Low
CUST_00314,Commodities,31.22,41160.53,1.44,46-60,Low
CUST_00315,Stocks,38.27,72743.3,9.63,46-60,Very High
CUST_00315,Bonds,39.34,81190.96,5.93,18-30,Medium
CUST_00315,Real Estate,9.02,28129.79,5.22,60+,Medium
CUST_00315,Commodities,13.37,13006.74,8.28,60+,Very High
CUST_00316,Stocks,20.49,54160.88,2.56,31-45,Low
CUST_00316,Bonds,11.58,19661.44,9.54,18-30,Very High
CUST_00316,Real Estate,31.87,42226.81,3.26,18-30,Medium
CUST_00316,Commodities,36.06,9671.73,6.39,60+,High
CUST_00317,Stocks,5.01,18628.15,5.02,18-30,Medium
CUST_00317,Bonds,6.04,27782.68,9.45,18-30,Very High
CUST_00317,Real Estate,16.63,14722.21,1.82,18-30,Low
CUST_00317,Commodities,72.33,97307.15,3.03,60+,Medium
CUST_00318,Stocks,12.53,32340.77,3.8,46-60,Medium
CUST_00318,Bonds,6.16,62922.98,1.42,18-30,Low
CUST_00318,Real Estate,33.24,36474.46,5.9,31-45,Medium
CUST_00318,Commodities,48.07,70765.78,6.52,18-30,High
CUST_00319,Stocks,30.74,64419.63,4.44,31-45,Medium
CUST_00319,Bonds,20.91,56971.47,7.34,18-30,High
CUST_00319,Real Estate,19.33,13744.87,6.89,18-30,High
CUST_00319,Commodities,29.01,54450.95,8.69,60+,Very High
CUST_00320,Stocks,26.02,68694.66,5.39,18-30,Medium
CUST_00320,Bonds,32.79,77970.14,6.95,18-30,High
CUST_00320,Real Estate,5.36,58720.0,5.67,31-45,Medium
CUST_00320,Commodities,35.83,3372.17,4.08,18-30,Medium
CUST_00321,Stocks,25.03,95311.31,7.58,18-30,High
CUST_00321,Bonds,24.28,1292.55,9.6,46-60,Very High
CUST_00321,Real Estate,29.02,16731.52,5.15,46-60,Medium
CUST_00321,Commodities,21.68,38279.94,9.63,18-30,Very High
CUST_00322,Stocks,23.09,22108.42,4.05,18-30,Medium
CUST_00322,Bonds,9.86,47693.31,7.33,18-30,High
CUST_00322,Real Estate,10.56,45684.95,2.29,60+,Low
CUST_00322,Commodities,56.49,99933.61,9.0,46-60,Very High
CUST_00323,Stocks,5.59,36776.9,3.58,60+,Medium
CUST_00323,Bonds,30.49,18626.25,8.56,31-45,Very High
CUST_00323,Real Estate,38.07,60797.65,5.99,60+,Medium
CUST_00323,Commodities,25.85,14691.07,1.17,18-30,Low
CUST_00324,Stocks,36.04,4706.13,9.87,46-60,Very High
CUST_00324,Bonds,29.01,42524.45,4.08,46-60,Medium
